PermitNum,AppliedDate,PermitType,PermitClass,PermitClassGroup,PermitClassMapped,WorkClass,Description
BP2014-11143,2014/07/18,Commercial / Multi Family Project,3599 - Recreation Misc.,Commercial,Non-Residential,New,Calgary Golf and Country Club - Cart Storage building
BP2014-08764,2014/06/11,Commercial / Multi Family Project,3303 - Gas Bar,Commercial,Non-Residential,New,New 1 storey retail building and gas bar canopy
BP2014-08032,2014/06/02,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Stampede breakfast
BP2014-16572,2014/10/21,Commercial / Multi Family Project,3204 - Warehouse/Office,Commercial,Non-Residential,New,Calgary Film Centre  - Warehouse/Workshop
BP2014-09308,2014/06/19,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,DTA Rope Square 2014
BP2014-07837,2014/05/29,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Telus Walk to Cure Diabetes
BP2014-13835,2014/09/04,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - Paws in the Park
BP2014-08056,2014/06/02,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Rocky View County Employee AppreciationTent
BP2014-05138,2014/04/16,Commercial / Multi Family Project,5107 - Museum,Institutional,Non-Residential,New,Museum Aircraft display shelter
BP2014-07630,2014/05/27,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,RANCHMAN'S EVENT TENT
BP2015-00165,2015/01/09,Commercial / Multi Family Project,2399 - Indust/Utility Misc.,Industrial,Non-Residential,New,Installation of an Electrical/communications equipement shed
BP2014-05644,2014/04/24,Commercial / Multi Family Project,7104 - Special Function - Class 2,Special Function Ten,Non-Residential,New,ROSE & CROWN STAMPEDE FUNCTION 2014
BP2014-13825,2014/09/04,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Montgomery on the Bow 50th Anniversary Celebration
BP2014-08413,2014/06/06,Commercial / Multi Family Project,3107 - Shopping Centre,Commercial,Non-Residential,New,Mixed Use 3-Storey Building
BP2014-14763,2014/09/19,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Canadian Breast Cancer Foundation CIBC Run for the Cure
BP2014-05306,2014/04/21,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,The Mayor's Environment Expo
BP2014-14219,2014/09/10,Commercial / Multi Family Project,3299 - Storage/Warehouse Misc.,Commercial,Non-Residential,New,New Storage Shed
BP2014-12400,2014/08/08,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,RIDDELL LIBRARY GROUND BREAKING 2014
BP2014-08984,2014/06/13,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Overflow of Prayers
BP2014-13844,2014/09/04,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Function - Circle the Wagons
BP2014-13412,2014/08/26,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - A2
BP2014-16014,2014/10/10,Commercial / Multi Family Project,3402 - Office,Commercial,Non-Residential,New,Temporary Sales Center
BP2014-18819,2014/12/08,Commercial / Multi Family Project,3303 - Gas Bar,Commercial,Non-Residential,New,New 1 Storey Retail Building
BP2014-07615,2014/05/27,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Michener Allan Auctioneering
BP2014-08493,2014/06/06,Commercial / Multi Family Project,2199 - Indust/Manufacture Misc.,Industrial,Non-Residential,New,"Stonegate Landing, Phase1, Building E"
BP2014-10557,2014/07/10,Commercial / Multi Family Project,3402 - Office,Commercial,Non-Residential,New,
BP2014-09386,2014/06/20,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Tabestoon Festival 2014
BP2014-04213,2014/04/01,Commercial / Multi Family Project,3402 - Office,Commercial,Non-Residential,New,New commercial office building
BP2014-14908,2014/09/22,Commercial / Multi Family Project,3305 - Service Station,Commercial,Non-Residential,New,New Lube & Service Shop
BP2015-00581,2015/01/20,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,"Kurios with Cirque du Soleil  - temporary theatrical circus, performance artists"
BP2014-10520,2014/07/09,Commercial / Multi Family Project,"5111 - School, Separate",Institutional,Non-Residential,New,Installation of one portable classroom.
BP2014-11112,2014/07/18,Commercial / Multi Family Project,3402 - Office,Commercial,Non-Residential,New,Two story office and trainning facility.
BP2014-17294,2014/11/04,Commercial / Multi Family Project,3402 - Office,Commercial,Non-Residential,New,Canoe at Auburn Bay - Temporary Sales Centre
BP2014-11683,2014/07/28,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Marda Gras Street Festival
BP2014-05861,2014/04/29,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Function - 1 day only on May 4th
BP2014-08555,2014/06/09,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Family Day & Pow-Wow Celebration 2014
BP2014-19014,2014/12/12,Commercial / Multi Family Project,3402 - Office,Commercial,Non-Residential,New,Construction of a new single story modular office building.
BP2014-07238,2014/05/20,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,sled island - east village block party
BP2014-04195,2014/04/01,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,SPECIAL FUNCTION
BP2014-07458,2014/05/23,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,2014 Shaw Charity Classic golf tournament
BP2014-07967,2014/05/30,Commercial / Multi Family Project,7104 - Special Function - Class 2,Special Function Ten,Non-Residential,New,Hyde Restaurant and Ultraluonge Stampede 2014
BP2014-14060,2014/09/08,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,
BP2014-09637,2014/06/24,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Sahuta + Gosal Wedding Event
BP2014-05909,2014/04/29,Commercial / Multi Family Project,3204 - Warehouse/Office,Commercial,Non-Residential,New,
BP2014-17157,2014/10/31,Commercial / Multi Family Project,2382 - Water Pumping Station,Industrial,Non-Residential,New,New
BP2014-13176,2014/08/21,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Honen's Open Air-Music in the Parks
BP2014-06438,2014/05/07,Commercial / Multi Family Project,3204 - Warehouse/Office,Commercial,Non-Residential,New,New Warehouse Building
BP2014-08995,2014/06/16,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Color Me Rad 2014
BP2014-12003,2014/07/31,Commercial / Multi Family Project,4002 - Vacant,General,Non-Residential,New,New Tim Hortons Restaurant
BP2014-13795,2014/09/03,Commercial / Multi Family Project,3402 - Office,Commercial,Non-Residential,New,Addition to an existing building.
BP2014-09734,2014/06/25,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,
BP2014-12473,2014/08/11,Commercial / Multi Family Project,3607 - Hotel/Motel,Commercial,Non-Residential,New,New 13 storey hotel
BP2014-11696,2014/07/28,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Inglewood Night Market
BP2014-06872,2014/05/14,Commercial / Multi Family Project,2499 - Engineer/Utility Misc.,Industrial,Non-Residential,New,Relocation and Replacement of Electrical  Back up Generator
BP2014-06173,2014/05/05,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Fluor Employee Breakfast 2014
BP2014-03755,2014/03/24,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Function
BP2014-09343,2014/06/20,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Canada Day Prince's Island
BP2014-09085,2014/06/16,Commercial / Multi Family Project,3402 - Office,Commercial,Non-Residential,New,"New Manulife Place, Calgary"
BP2014-11091,2014/07/18,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,SunRype Tri Kids Triathlon
BP2014-13734,2014/09/03,Commercial / Multi Family Project,3510 - Recreation Facility,Commercial,Non-Residential,New,New Tennis Facility
BP2014-04894,2014/04/11,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,The Brick May Tent Event
BP2014-05026,2014/04/15,Commercial / Multi Family Project,4002 - Vacant,General,Non-Residential,New,relocation of buidling shell
BP2014-05918,2014/04/29,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,Penbrook Plaza Retail 3
BP2014-06696,2014/05/12,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,CALGARY POLICE FOUNDATION
BP2014-06172,2014/05/05,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,
BP2014-08224,2014/06/04,Commercial / Multi Family Project,3402 - Office,Commercial,Non-Residential,New,"3600 sq. ft, temp, modular office bldg."
BP2014-11061,2014/07/17,Commercial / Multi Family Project,3510 - Recreation Facility,Commercial,Non-Residential,New,New Great Plains Recreation Facility
BP2014-16884,2014/10/27,Commercial / Multi Family Project,3204 - Warehouse/Office,Commercial,Non-Residential,New,Oxford Airport Business Park - Warehouse Bldg G
BP2014-15849,2014/10/08,Commercial / Multi Family Project,3608 - Restaurant,Commercial,Non-Residential,New,New Building - Restaurant
BP2014-08517,2014/06/06,Commercial / Multi Family Project,"5111 - School, Separate",Institutional,Non-Residential,New,Installation of a new pod of four portable classrooms.
BP2014-07504,2014/05/23,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Fundraiser Garage Sale
BP2014-04900,2014/04/11,Commercial / Multi Family Project,3607 - Hotel/Motel,Commercial,Non-Residential,New,Wingate by Focus Hotel
BP2014-05088,2014/04/16,Commercial / Multi Family Project,6306 - Parks,Government,Non-Residential,New,Entrance/Exit Gantry c/w 1 storey control building
BP2014-09605,2014/06/24,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Canada Day Special Function
BP2014-04316,2014/04/02,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Function  Parade/Exhibition
BP2014-14649,2014/09/17,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event
BP2014-19076,2014/12/15,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,"Temporary Sales Trailer - ""Studio"""
BP2014-06005,2014/05/01,Commercial / Multi Family Project,2505 - Kennel,Industrial,Non-Residential,New,Storage to Pet Care Services  DOG N IT
BP2014-07098,2014/05/16,Commercial / Multi Family Project,7104 - Special Function - Class 2,Special Function Ten,Non-Residential,New,WILDHORSE STAMPEDE TENT
BP2014-07841,2014/05/29,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Global Petroleum Show
BP2014-16385,2014/10/17,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,New Retail Store - Cabela's Calgary
BP2014-09394,2014/06/20,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Opera In The Village
BP2014-10139,2014/07/02,Commercial / Multi Family Project,"5111 - School, Separate",Institutional,Non-Residential,New,Installation of two additional portables onto an existing pod for a total of 4.
BP2014-12447,2014/08/08,Commercial / Multi Family Project,3107 - Shopping Centre,Commercial,Non-Residential,New,THE DISTRICT BUILDING B
BP2014-11110,2014/07/18,Commercial / Multi Family Project,7001 - Public Retaining Wall,Retaining Wall,Non-Residential,New,
BP2014-13682,2014/09/02,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Beakerhead's Numen Net Blow-up
BP2014-04813,2014/04/10,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,SamsungGS5 Launch - Go with the Flow
BP2014-09004,2014/06/16,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Marmot Concrete
BP2014-17785,2014/11/13,Commercial / Multi Family Project,3599 - Recreation Misc.,Commercial,Non-Residential,New,New Gazebo
BP2014-03896,2014/03/26,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Function - Class 1
BP2014-14915,2014/09/22,Commercial / Multi Family Project,2203 - Tower,Industrial,Non-Residential,New,New high rise multi-use building
BP2014-14244,2014/09/11,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Ronald McDonald House - Rock the House Run
BP2014-17226,2014/10/31,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,New 1 storey building
BP2014-07943,2014/05/30,Commercial / Multi Family Project,3204 - Warehouse/Office,Commercial,Non-Residential,New,New 2 storey building.
BP2014-10656,2014/07/11,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Franco Festival Calgary 2014
BP2014-15115,2014/09/25,Commercial / Multi Family Project,7104 - Special Function - Class 2,Special Function Ten,Non-Residential,New,David Foster Foundation Miracle Concert
